Barcode,Product Name,Product Description,Cost Price,Selling Price,Tax Percentage,Category Name
059300024780,PALL MALL  SMOOTH  RG 20,PALL MALL  SMOOTH  RG 20,0.00,14.50,0.00,GROCERY NO TAX
059300027781,Pall Mall bold,Pall Mall bold,0.00,14.50,0.00,GROCERY NO TAX
059300027798,PALL MALL BOLD KS25,PALL MALL BOLD KS25,0.00,18.00,0.00,GROCERY NO TAX
059300024766,PALL MALL FULL KS 20,PALL MALL FULL KS 20,0.00,14.50,0.00,GROCERY NO TAX
059300024742,PALL MALL FULL RG 20,PALL MALL FULL RG 20,0.00,14.50,0.00,GROCERY NO TAX
059300024773,PALL MALL FULLM KS,PALL MALL FULLM KS,0.00,18.00,0.00,GROCERY NO TAX
059300053339,PALL MALL SPECIAL XL FULL 20,PALL MALL SPECIAL XL FULL 20,0.00,14.50,0.00,GROCERY NO TAX
059300024810,PALLMALL SMOOTH KS25,PALLMALL SMOOTH KS25,11.78,18.00,0.00,GROCERY NO TAX
301490002674,Pepto Bismol 100ML,Pepto Bismol 100ML,0.00,7.00,0.00,GROCERY NO TAX
055900000346,Primo Elbows 454g,Primo Elbows 454g,1.99,2.50,0.00,GROCERY NO TAX
055900000322,Primo Spaghettini,Primo Spaghettini,0.00,2.50,0.00,GROCERY NO TAX
055900006621,primo thick and zesty,primo thick and zesty,0.00,3.50,0.00,GROCERY NO TAX
305219051004,Qtips small,Qtips small,0.00,4.99,0.00,GROCERY NO TAX
062847210233,Redpath sugar,Redpath sugar,0.00,5.50,0.00,GROCERY NO TAX
062847814363,Redpath sugar cubes,Redpath sugar cubes,0.00,4.99,0.00,GROCERY NO TAX
828158272557,Shakti Coconut oil,Shakti Coconut oil,0.00,9.99,0.00,GROCERY NO TAX
067568110800,SIFTO FALT,SIFTO FALT,0.00,2.75,0.00,GROCERY NO TAX
667888242337,Soy Sauce,Soy Sauce,0.00,2.50,0.00,GROCERY NO TAX
057174024417,Tetley Green Tea,Tetley Green Tea,0.00,4.99,0.00,GROCERY NO TAX
057174122137,Tetley Orange Pekoe,Tetley Orange Pekoe,0.00,5.99,0.00,GROCERY NO TAX
063209082277,Tim Hortons,Tim Hortons,0.00,15.99,0.00,GROCERY NO TAX
777550011649,TWINKIES,TWINKIES,0.00,2.50,0.00,GROCERY NO TAX
062600141118,Tylenol extra carry on,Tylenol extra carry on,2.69,6.00,0.00,GROCERY NO TAX
067800001026,UNICO VEGITABLE OIL 3LT.,UNICO VEGITABLE OIL 3LT.,0.00,11.99,0.00,GROCERY NO TAX
060245405350,Visine original,Visine original,0.00,9.00,0.00,GROCERY NO TAX
065302000035,Wild Pink Salmon,Wild Pink Salmon,0.00,5.99,0.00,GROCERY NO TAX
059338125077,JUMBO COTTON BALLS,JUMBO COTTON BALLS,0.00,1.99,13.00,HEALTH & BEAUTY
061541478116,Lesalon Cosmetic pads,Lesalon Cosmetic pads,0.00,2.25,13.00,HEALTH & BEAUTY
061541046056,Lesalon nail clipper,Lesalon nail clipper,1.99,2.99,13.00,HEALTH & BEAUTY
062823450493,LETS PARTY 24,LETS PARTY 24,1.09,2.49,13.00,HEALTH & BEAUTY
04138891,Lip Medex,Lip Medex,0.00,3.99,13.00,HEALTH & BEAUTY
059338134666,Lovu cotton swabs,Lovu cotton swabs,0.00,3.99,13.00,HEALTH & BEAUTY
814724020141,Lsta mint chill,Lsta mint chill,0.00,2.21,13.00,HEALTH & BEAUTY
061700912208,Magnum,Magnum,1.99,3.99,13.00,HEALTH & BEAUTY
088169002554,Meta pipe 50,Meta pipe 50,0.00,4.99,13.00,HEALTH & BEAUTY
061740110121,NIBO BUTANE 162G,NIBO BUTANE 162G,0.00,4.99,13.00,HEALTH & BEAUTY
056594018679,Nivea Men Boost Shower Gel,Nivea Men Boost Shower Gel,0.00,8.99,13.00,HEALTH & BEAUTY
056594010130,Nivea men Shower Gel,Nivea men Shower Gel,0.00,8.99,13.00,HEALTH & BEAUTY
056594008632,Nivea Men Shower Gel,Nivea Men Shower Gel,0.00,8.99,13.00,HEALTH & BEAUTY
813107000015,Noorani Hanna,Noorani Hanna,0.00,5.99,13.00,HEALTH & BEAUTY
813107000022,Noorani Hanna,Noorani Hanna,0.00,5.99,13.00,HEALTH & BEAUTY
035000463036,PAMOLIVE 828UNI,PAMOLIVE 828UNI,0.00,3.99,13.00,HEALTH & BEAUTY
073096500235,Panasonic AA4,Panasonic AA4,0.99,2.99,13.00,HEALTH & BEAUTY
073096500273,Panasonic AAA4,Panasonic AAA4,1.29,2.99,13.00,HEALTH & BEAUTY
080878044481,Pantene,Pantene,0.00,7.99,13.00,HEALTH & BEAUTY
806712309116,Pur-est Cotton swab,Pur-est Cotton swab,0.00,2.50,13.00,HEALTH & BEAUTY
806712306870,Pur-est liquid soap,Pur-est liquid soap,0.00,3.99,13.00,HEALTH & BEAUTY
806712304708,Pur-est liquid soap,Pur-est liquid soap,0.00,3.99,13.00,HEALTH & BEAUTY
065656913500,Q-tips cotton swabs,Q-tips cotton swabs,0.00,4.99,13.00,HEALTH & BEAUTY
062300017256,"RAID ANT,ROACH & EARWIG","RAID ANT,ROACH & EARWIG",8.99,12.99,13.00,HEALTH & BEAUTY
716165177111,RAW CLASSIC CONES,RAW CLASSIC CONES,0.00,3.99,13.00,HEALTH & BEAUTY
060245250035,reactine EXTRA STRENGTH,reactine EXTRA STRENGTH,4.29,6.99,13.00,HEALTH & BEAUTY
059136991423,RONSON,RONSON,0.00,4.99,13.00,HEALTH & BEAUTY
063435704073,royal,royal,0.00,4.29,13.00,HEALTH & BEAUTY
016800233005,ROYAL OAK CHARCOAL LIGHTER 946UNI,ROYAL OAK CHARCOAL LIGHTER 946UNI,0.00,5.99,13.00,HEALTH & BEAUTY
063920019347,ROYAL SCRUB,ROYAL SCRUB,1.39,2.69,13.00,HEALTH & BEAUTY
6939535768113,SBK Knee support,SBK Knee support,0.00,3.99,13.00,HEALTH & BEAUTY
061328805036,SCOTTIES,SCOTTIES,0.00,2.25,13.00,HEALTH & BEAUTY
058496460785,SKITTLES GUMMIES ORIGINAL 57G,SKITTLES GUMMIES ORIGINAL 57G,0.00,1.99,13.00,HEALTH & BEAUTY
074182473518,Softsoap Body Wash,Softsoap Body Wash,0.00,6.99,13.00,HEALTH & BEAUTY
067029931012,SOS 10 PADS,SOS 10 PADS,1.76,2.99,13.00,HEALTH & BEAUTY
852474166313,Spa Soap,Spa Soap,0.00,3.99,13.00,HEALTH & BEAUTY
022200940214,speed stick,speed stick,2.69,5.99,13.00,HEALTH & BEAUTY
022200940252,SPEED STICK COOL CLEAN,SPEED STICK COOL CLEAN,2.69,5.99,13.00,HEALTH & BEAUTY
055966908143,TABLE ACCENT PLASTIC TEASPOON,TABLE ACCENT PLASTIC TEASPOON,2.99,2.99,13.00,HEALTH & BEAUTY
055966913062,TABLE ACCENTS 15 PAPER PLATES,TABLE ACCENTS 15 PAPER PLATES,2.49,3.50,13.00,HEALTH & BEAUTY
055966908129,TABLE ACCENTS FORKS,TABLE ACCENTS FORKS,0.99,2.29,13.00,HEALTH & BEAUTY
066188055300,TANG ORANGE,TANG ORANGE,0.00,3.99,13.00,HEALTH & BEAUTY
030772121207,tide og 1 litre,tide og 1 litre,0.00,10.99,13.00,HEALTH & BEAUTY
061700930509,Trojan classic,Trojan classic,0.00,3.99,13.00,HEALTH & BEAUTY
055966994436,TUFF GUYY 40 STRONG GARBAGE BAGS,TUFF GUYY 40 STRONG GARBAGE BAGS,4.49,7.99,13.00,HEALTH & BEAUTY
071603529007,TWEEZERS,TRIM,0.00,3.09,13.00,HEALTH & BEAUTY
064541301378,Tylenol Extra strength ez tabs,Tylenol Extra strength ez tabs,4.69,7.99,13.00,HEALTH & BEAUTY
60014399,VASELINE BLUESEAL,VASELINE BLUESEAL,1.29,2.99,13.00,HEALTH & BEAUTY
8901030669125,VASELINE UV 100 ML,VASELINE UV 100 ML,0.00,3.99,13.00,HEALTH & BEAUTY
059200807704,WINDEX ORIGINAL,WINDEX ORIGINAL,0.00,6.99,13.00,HEALTH & BEAUTY
621139639024,Xtricity light bulb clear 60 watts,Xtricity light bulb clear 60 watts,0.00,2.99,13.00,HEALTH & BEAUTY
041689301224,ZIPPO FLUID 355ML,ZIPPO FLUID 355ML,0.00,11.99,13.00,HEALTH & BEAUTY
096619188109,Kirkland towel,Kirkland towel,0.00,3.99,13.00,HOUSE HOLD ITEM
8801104943635,Melona Icecream,Melona Icecream,0.00,2.49,13.00,Ice cream
8801104948418,Melona strawberry,Melona strawberry,0.00,2.49,13.00,Ice cream
05506101,Parlour Juice Pop,Parlour Juice Pop,0.00,1.55,13.00,Ice cream
05506208,parlour Pop Mango,parlour Pop Mango,0.00,1.55,13.00,Ice cream
055000209120,kit kat double crunch,kit kat double crunch,0.00,3.49,13.00,ICE CREAMS
774276118126,Mega Sandwich,Mega Sandwich,0.00,1.99,13.00,ICE CREAMS
064331757309,mr.freeze,mr.freeze,0.00,0.89,13.00,ICE CREAMS
060000610203,Nestle  oreoASSORTED SANDWICH single,Nestle  oreoASSORTED SANDWICH single,0.00,3.49,13.00,ICE CREAMS
055000174534,"Nestle drumstick CANDY,GUMS & CHOCOLATES","Nestle drumstick CANDY,GUMS & CHOCOLATES fudge",2.06,3.99,13.00,ICE CREAMS
055000174589,Nestle drumstick salty caramel,Nestle drumstick salty caramel,0.00,3.99,13.00,ICE CREAMS
055000174565,Nestle drumstick strawberry,Nestle drumstick strawberry,0.00,3.99,13.00,ICE CREAMS
055000681728,NESTLE VANILLA CAKE,NESTLE VANILLA CAKE,0.00,1.99,13.00,ICE CREAMS
055000600460,POPSICLE LIFE SAVER,POPSICLE LIFE SAVER,0.00,2.79,13.00,ICE CREAMS
853195000542,Smoke it lighter,Smoke it lighter,0.00,4.99,13.00,LIGHTER
811490251823,Special Blue,Special Blue,0.00,7.99,13.00,LIGHTER
705833099633,VB Lighter,VB Lighter,0.00,3.99,13.00,LIGHTER
877318001353,Xlite lighter,Xlite lighter,0.00,1.99,13.00,LIGHTER
627925000771,Instant 30X,Instant 30X,0.00,30.00,0.00,LOTTERY
2280550050009,"LOT, MAX 10 DRAW.$50",OLG,0.00,50.00,0.00,LOTTERY
2280550030001,LOTO MAX $30,OLG,0.00,30.00,0.00,LOTTERY
2280550022006,LOTO MAX 2 DRAW.$22,OLG,0.00,22.00,0.00,LOTTERY
2280550013004,LOTTO 649 $13,OLG,0.00,13.00,0.00,LOTTERY
2280550019006,LOTTO 649 $19,OLG,0.00,19.00,0.00,LOTTERY
2280550031008,LOTTO 649 $31,OLG,0.00,31.00,0.00,LOTTERY
2280550018009,LOTTO MAX $18.00,OLG,0.00,18.00,0.00,LOTTERY
2280550025007,LOTTO MAX $25,OLG,0.00,25.00,0.00,LOTTERY
2280550010003,LOTTO MAX$10,OLG,0.00,10.00,0.00,LOTTERY
804906005073,MONEY MACHINE $5,MONEY MACHINE $5,0.00,5.00,0.00,LOTTERY
804906002010,money multiplier,money multiplier,0.00,2.00,0.00,LOTTERY
804906005066,plinko 5,plinko 5,0.00,5.00,0.00,LOTTERY
2280550002008,POK.MEGA.WHEE.LIGH.LOTARIO,OLG,0.00,2.00,0.00,LOTTERY
2280550001001,POKER /LOTARIO/TOP/649,OLG,0.00,1.00,0.00,LOTTERY
2280550009007,POKER LOTTO,OLG,0.00,9.00,0.00,LOTTERY
804906005028,power up,power up,0.00,5.00,0.00,LOTTERY
804906003055,Roulette $3,Roulette $3,0.00,3.00,0.00,LOTTERY
804906020014,Super $20,Super $20,0.00,20.00,0.00,LOTTERY
24185,KEY CUT,KEY CUT,0.00,4.00,13.00,OTHER
058496433215,Whiskas Seafood 670g,Whiskas Seafood 670g,0.00,7.99,13.00,PET FOOD
080432001424,Jameson Whiskey Lemonade,Jameson Whiskey Lemonade,0.00,3.99,13.00,R.T.D.
062067379239,Mikes Hard Blue Freeze,Mikes Hard Blue Freeze,0.00,3.59,13.00,R.T.D.
062067427367,Mikes Harder Straw Lemonade,Mikes Harder Straw Lemonade,0.00,3.59,13.00,R.T.D.
062067423697,Nutrl Blackberry,Nutrl Blackberry,0.00,3.89,13.00,R.T.D.
062067392771,Nutrl Grape,Nutrl Grape,0.00,3.59,13.00,R.T.D.
628055589181,nutrl lemon 473 ml,nutrl lemon 473 ml,2.89,3.59,13.00,R.T.D.
087692023470,Sun Cruiser,Sun Cruiser,0.00,3.59,13.00,R.T.D.
087692024224,Twisted Tea Extreme Lemon,Twisted Tea Extreme Lemon,0.00,3.55,13.00,R.T.D.
087692023425,Twisted Tea Part Pack,Twisted Tea Part Pack,0.00,29.99,13.00,R.T.D.
848819000985,White Claw Blackberry 473ML,White Claw Blackberry 473ML,3.15,3.59,13.00,R.T.D.
848819000008,White Claw Hard Seltzer Black Cherry 473,White Claw Hard Seltzer Black Cherry 473ML,3.00,3.59,13.00,R.T.D.
848819000022,White claw lime 473ml,White claw lime 473ml,3.00,3.59,13.00,R.T.D.
848819001654,White Claw surge,White Claw surge,0.00,3.89,13.00,R.T.D.
063517038713,Lady Sarah Hazel Nut,Lady Sarah Hazel Nut,0.00,3.29,13.00,SNACK
063517038720,LADY SARAH Strawberry,LADY SARAH Strawberry,0.00,3.29,13.00,SNACK
060410025987,Lays Small Ketchup,Lays Small Ketchup,0.00,1.00,13.00,SNACK
8901063136250,Little Hearts,Little Hearts,0.00,1.99,13.00,SNACK
8801052043661,Real Kimchi Noodle,Real Kimchi Noodle,0.00,3.99,13.00,SNACK
061900497239,IQOS IIUMA ONE PEBBLE BEIGE,IQOS IIUMA ONE PEBBLE BEIGE,0.00,50.99,13.00,TOBACCO
716165280972,KING SIZE RAW PAPER,KING SIZE RAW PAPER,0.00,3.10,13.00,TOBACCO
060100037641,LD BOLD KS 25,LD BOLD KS 25,0.00,14.82,13.00,TOBACCO
060100037795,LD MEDIUM KS 20,LD MEDIUM KS 20,0.00,12.17,13.00,TOBACCO
060100038037,LD SMOOTH KS 25,LD SMOOTH KS 25,0.00,14.82,13.00,TOBACCO
060100038631,LD STANDARD BOLD,LD STANDARD BOLD,0.00,14.82,13.00,TOBACCO
060100038600,LD Standard Bold KS 20,LD Standard Bold KS 20,0.00,12.17,13.00,TOBACCO
060100035159,MACDONALD ORIGINAL 20 KS,MACDONALD ORIGINAL 20 KS,0.00,13.27,13.00,TOBACCO
060100035180,MACDONALD ORIGINAL 25 KS,MACDONALD ORIGINAL 25 KS,0.00,15.93,13.00,TOBACCO
059300061693,MARLBORO 20,MARLBORO 20,0.00,13.72,13.00,TOBACCO
059300061709,MARLBORO 25 KS,MARLBORO 25 KS,0.00,16.59,13.00,TOBACCO
059300063635,MARLBORO SMOOTH,MARLBORO SMOOTH,0.00,13.72,13.00,TOBACCO
779186002022,Match 20,Match 20,0.00,9.74,13.00,TOBACCO
779186000943,Match 25 K Carton,Match 25 K Carton,0.00,95.58,13.00,TOBACCO
779186002053,Match Chic 20,Match Chic 20,0.00,9.74,13.00,TOBACCO
779186002060,Match Chic 20 K,Match Chic 20 K,0.00,95.58,13.00,TOBACCO
779186001001,Match Chic 25 K Caton,Match Chic 25 K Caton,0.00,95.58,13.00,TOBACCO
779186000936,match king size,match king size,0.00,12.17,13.00,TOBACCO
059300004423,Matinee mellow KS 25,Matinee mellow KS 25,0.00,23.01,13.00,TOBACCO
059300010561,Matinee Subtle KS 20,Matinee Subtle KS 20,0.00,18.58,13.00,TOBACCO
059300010585,Matinee subtle KS 25,Matinee subtle KS 25,0.00,21.00,13.00,TOBACCO
061900007025,Next Extra KS 20 Carton,Next Extra KS 20 Carton,0.00,119.47,13.00,TOBACCO
061900107008,Next ORIGINAL KS 20,Next ORIGINAL KS 20,0.00,12.83,13.00,TOBACCO
061900007001,Next Original KS 20 carton,Next Original KS 20 carton,0.00,119.46,13.00,TOBACCO
061900107053,Next original KS 25,Next original KS 25,0.00,15.93,13.00,TOBACCO
061900007056,Next Original KS 25 carton,Next Original KS 25 carton,0.00,123.89,13.00,TOBACCO
061900107138,Next original RG 25,Next original RG 25,0.00,15.93,13.00,TOBACCO
061900107374,Next SMOOTH KS 25,Next SMOOTH KS 25,0.00,15.93,13.00,TOBACCO
061900107022,Next XTRA KS 20,Next XTRA KS 20,0.00,12.83,13.00,TOBACCO
061900107046,Next Xtra KS 25,Next Xtra KS 25,0.00,15.93,13.00,TOBACCO
061900106919,Next Xtra Tobacco,Next Xtra Tobacco,0.00,31.00,13.00,TOBACCO
30065505,OCB KS,OCB KS,0.00,2.50,13.00,TOBACCO
059300527786,Pall Mall Bold cart.,Pall Mall Bold cart.,0.00,119.50,13.00,TOBACCO
059300062751,PALL MALLSP XL FULL KS,PALL MALLSP XL FULL KS,0.00,15.04,13.00,TOBACCO
061900107213,Philip Morris original 20 ks,Philip Morris original 20 ks,0.00,12.83,13.00,TOBACCO
061900107206,Philip Morris special 20 ks,Philip Morris special 20 ks,0.00,12.83,13.00,TOBACCO
070235629482,Phillies Blunt Chocolate 5 Cigar/Pack,Phillies Blunt Chocolate 5 Cigar/Pack,0.00,11.73,13.00,TOBACCO
070235629512,Phillies strawberry 5pk,Phillies strawberry 5pk,0.00,11.73,13.00,TOBACCO
05934934,PLAYER  25 RG,PLAYER  25 RG,0.00,22.90,13.00,TOBACCO
05935739,PLAYER SMOOTH 25 KS,PLAYER SMOOTH 25 KS,0.00,22.90,13.00,TOBACCO
05934031,PLAYERS SMOOTH  20 KS,PLAYERS SMOOTH  20 KS,0.00,18.30,13.00,TOBACCO
716165177319,RAW ROLLING PAPERS 1.1/4 SIZE,RAW ROLLING PAPERS 1.1/4 SIZE,0.00,2.21,13.00,TOBACCO
716165179481,RAW TIPS ROLL,RAW TIPS ROLL,0.00,1.99,13.00,TOBACCO
716165174219,RW KS PH,RW KS PH,0.00,2.99,13.00,TOBACCO
061900074003,sail classic,sail classic,0.00,13.72,13.00,TOBACCO
061900068118,Sail Deluxe Pipe Tobacco 50 g,Sail Deluxe Pipe Tobacco 50 g,0.00,35.40,13.00,TOBACCO
061900602220,TEREA BIRCHA FOR IIUMA 54,TEREA BIRCHA FOR IIUMA 54,0.00,31.49,13.00,TOBACCO
061900602206,TEREA OAK  FOR IIUMA 54,TEREA OAK  FOR IIUMA 54,0.00,31.49,13.00,TOBACCO
060100045325,TOBACCO CAMEL ORIGINAL 25,TOBACCO CAMEL ORIGINAL 25,0.00,16.40,13.00,TOBACCO
059300063345,Vogue,Vogue,0.00,18.58,13.00,TOBACCO
008660100405,ZIG ZAG SILVER,ZIG ZAG SILVER,0.00,3.10,13.00,TOBACCO
008660100108,ZIG ZAG WHITE,ZIG ZAG WHITE,0.00,3.10,13.00,TOBACCO
094922863485,nic outt,nic outt,0.00,2.99,13.00,VAPE & CIGAR
30052765,"OCB premium Black1 1/4""","OCB premium Black1 1/4""",0.00,1.77,13.00,VAPE & CIGAR
716165280965,"Raw 1 1/4"" Black","Raw 1 1/4"" Black",0.00,2.65,13.00,VAPE & CIGAR
716165174233,RAW CLASSIC,RAW CLASSIC,0.00,2.65,13.00,VAPE & CIGAR
716165296867,raw classic 3 pack,raw classic 3 pack,3.99,3.99,13.00,VAPE & CIGAR
716165177357,RAW KS,RAW KS,0.00,3.20,13.00,VAPE & CIGAR
716165177395,RAW TIPS,RAW TIPS,0.00,1.77,13.00,VAPE & CIGAR
3057068015986,SLIM OCB,OCB,0.00,2.99,13.00,VAPE & CIGAR
877318100063,X-LITE,X-LITE,0.00,2.66,13.00,VAPE & CIGAR
008660100306,Zigzag Green,Zigzag Green,0.00,2.66,13.00,VAPE & CIGAR
041689200657,Zippo Flints,Zippo Flints,0.00,2.66,13.00,VAPE & CIGAR
057379121058,NAYA 1.5L,NAYA 1.5L,0.56,3.00,0.00,WATER
057379105010,Naya 500 ml,Naya 500 ml,0.00,1.50,0.00,WATER
068274000072,NESTLE 1L,NESTLE 1L,0.00,3.00,0.00,WATER
786162650351,SMART WATER  591ML Water,SMART WATER  591ML Water,0.00,3.00,0.00,WATER
096619321841,Water kirkland,Water kirkland,0.00,1.00,0.00,WATER
063657036563,Jackson Triggs 1.5l,Jackson Triggs 1.5l,0.00,20.65,13.00,Wine
063657007112,JACKSON TRIGGS MERLOT,JACKSON TRIGGS MERLOT,0.00,13.30,13.00,Wine
063657011836,jackson-Triggs Pinot Grigio,jackson-Triggs Pinot Grigio,0.00,13.30,13.00,Wine
063657047378,Maria Christina,Maria Christina,0.00,19.50,13.00,Wine
839743000028,Yellowtail chardonnay,Yellowtail chardonnay,0.00,15.06,13.00,Wine
