Name;CategoryId;SalePriceExTax;SalePriceIncTax;ButtonColourId;Barcode;SalePriceTaxGroupId
SMIRNOFF ICE ORIGINAL 473ML;Beer;3.29;3.70;;082000773900;HST
Smirnoff ice berry blast 473;Beer;3.55;4.00;;082000785552;HST
Smartfood White Cheddar 45g;CHIPS & SNACKS;2.39;2.70;;060410006139;HST
SMARTFOOD MOVIE NIGHT BUTTER;CHIPS & SNACKS;5.50;6.22;;060410029909;HST
SUNNY TANGY ORIGINAL;DRINKS;1.99;2.25;;050200012976;HST
SUNNY D ORANGE ST;DRINKS;1.99;2.25;;050200013003;HST
Sun Cruiser;R.T.D.;3.59;4.04;;087692023470;HST
Strongmore Aluminium Foil;GROCERY;5.99;6.77;;806712305026;HST
Stella Artois 6 x 473ml;ALCOHOL;21.49;24.21;;062067382161;HST
stella 473 ml;DRINKS;3.49;3.94;;062067382178;HST
Steam Whistle;DRINKS;3.99;4.50;;702915003014;HST
SPRITE CAN;DRINKS;1.49;1.68;;06793207;HST
SPRITE 710 ML;DRINKS;2.99;3.38;;067000104015;HST
SPRITE 2L;DRINKS;3.99;4.51;;06750600;HST
sprite zero sugar;DRINKS;4.29;4.85;;067000110573;HST
SPEED STICK COOL CLEAN;HEALTH & BEAUTY;5.99;6.77;;022200940252;HST
speed stick;HEALTH & BEAUTY;5.99;6.77;;022200940214;HST
Special Blue;LIGHTER;7.99;9.03;;811490251823;HST
sparemint;GENERAL ITEMS;2.99;3.38;;073390055905;HST
Spa Soap;HEALTH & BEAUTY;3.99;4.51;;852474166313;HST
TANG ORANGE;HEALTH & BEAUTY;3.99;4.51;;066188055300;HST
Takis int. nacho;CHIPS & SNACKS;3.99;4.51;;757528050511;HST
TAKIS FUEGO 260GM;CHIPS;3.99;4.51;;757528052935;HST
TAKIES BLUE HEAT;CHIPS & SNACKS;3.99;4.51;;757528051143;HST
TABLE ACCENTS FORKS;HEALTH & BEAUTY;2.29;2.59;;055966908129;HST
TABLE ACCENTS 15 PAPER PLATES;HEALTH & BEAUTY;3.50;3.96;;055966913062;HST
TABLE ACCENT PLASTIC TEASPOON;HEALTH & BEAUTY;2.99;3.38;;055966908143;HST
10 SUPER FORT;HEALTH & BEAUTY;2.99;3.38;;627792003264;HST
0ASIS APPLE 300 ML;DRINKS;1.77;2.00;;067311010111;HST
06215718;DRINKS;4.44;5.02;;06215718;HST
061200018769;CANDY,GUMS & CHOCOLATES;1.99;2.25;;061200018769;HST
060410086407;CHIPS & SNACKS;4.99;5.64;;060410086407;HST
058496467494;CANDY,GUMS & CHOCOLATES;2.21;2.50;;058496467494;HST
03306000;LIGHTER;2.50;2.83;;070330600065;HST
TEREA OAK FOR IIUMA 54;TOBACCO;31.49;35.58;;061900602206;HST
TEREA BIRCHA FOR IIUMA 54;TOBACCO;31.49;35.58;;061900602220;HST
Teco Earphones;cell phone accesroies;11.99;13.55;;197111051998;HST
25D Lighter;GENERAL ITEMS;1.50;1.70;;705833099671;HST
20 INCH FOIL;DAIRY PRODUCTS TAXABLE;3.99;4.51;;057351222230;HST
5 gum rain;CANDY,GUMS & CHOCOLATES;3.09;3.49;;064900408380;HST
5 gum prism;CANDY,GUMS & CHOCOLATES;2.99;3.38;;064900423987;HST
5 gum flood;CANDY,GUMS & CHOCOLATES;3.09;3.49;;064900429170;HST
5 gum cobalt;CANDY,GUMS & CHOCOLATES;2.99;3.38;;064900408403;HST
5 gum acsent;CANDY,GUMS & CHOCOLATES;3.09;3.49;;064900227035;HST
Adaptor Plug;Cables and Chargers;2.99;3.38;;624274515444;HST
80 GM KABOOM;CHIPS;1.99;2.25;;757528050832;HST
7up zero sugar;DRINKS;3.99;4.51;;06547436;HST
Carling lager;Beer;15.49;17.43;;056327016224;HST
carling ice 473 ml;DRINKS;3.09;3.48;;056327263932;HST
carling;Beer;2.59;2.91;;056327004146;HST
Caramilk;CANDY,GUMS & CHOCOLATES;1.99;2.25;;06109224;HST
CAPTAIN MORGAN MANGO MAI TAI 355ML;Beer;3.09;3.48;;082000802396;HST
Captain Black;TOBACCO Accessories;2.22;2.51;;24333;HST
Captain Black;TOBACCO Accessories;2.22;2.51;;24332;HST
CANDY,GUMS & CHOCOLATES raspberry truffl;Ice cream;8.99;10.16;;055000205702;HST
CANADA DRY CLUB SODA 2L;DRINKS;3.99;4.51;;06216018;HST
CANADA DRY CAN;DRINKS;1.33;1.50;;06224017;HST
Canada dry 710;DRINKS;2.99;3.38;;06221010;HST
CAMEL SMOOTH LK;TOBACCO;14.82;16.75;;060100045295;HST
Camel select 20;TOBACCO;12.17;13.75;;060100045592;HST
CAMEL ORIGINAL KS 20;TOBACCO;12.17;13.75;;060100005039;HST
CADBURY CRUNCHIE;CANDY,GUMS & CHOCOLATES;1.99;2.25;;061200225952;HST
CADBURY CARAMILK;CANDY,GUMS & CHOCOLATES;2.21;2.50;;06105422;HST
CABLE;PARTY STUFF;5.99;6.77;;063252389491;HST
BUTANE G;HEALTH & BEAUTY;5.99;6.77;;059136991447;HST
Air heads strawberry;DRINKS;2.75;3.11;;860013906221;HST
Air heads soda Watermelon;DRINKS;2.75;3.11;;860013906214;HST
Laker red;DRINKS;2.59;2.91;;620707101970;HST
Laker Lager 6*473ML;Beer;13.99;15.81;;620707554462;HST
laker lager 473 ml;DRINKS;2.59;2.91;;070310001578;HST
laker ice black 473 ml;DRINKS;2.59;2.91;;070310001707;HST
Laker Ice 6x473ml;Beer;13.34;15.00;;620707106586;HST
Laker Ice 473ML Can;Beer;2.35;2.66;;7031000170;HST
LADY SARAH Strawberry;SNACK;3.29;3.72;;063517038720;HST
Lady Sarah Hazel Nut;SNACK;3.29;3.72;;063517038713;HST
Labatt Blue 6 pack;Beer;15.50;17.44;;062067380624;HST
La Petite Danish;COOKIES;2.50;2.83;;055598622103;HST
KOOL-AID LOLLIPOP DIPPERS;CANDY,GUMS & CHOCOLATES;2.99;3.38;;083933232878;HST
kit kat double crunch;ICE CREAMS;3.49;3.94;;055000209120;HST
Kirkland towel;HOUSE HOLD ITEM;3.99;4.51;;096619188109;HST
Kirkland Tissue;GROCERY;8.99;10.16;;096619960095;HST
KING SIZE RAW PAPER;TOBACCO;3.10;3.50;;716165280972;HST
Arizone Tropicsl chillzikle;DRINKS;3.31;3.74;;613008767372;HST
ARIZONA WATERMELON 680UNI;DRINKS;2.66;3.01;;613008766856;HST
Arizona Rizzler berry;DRINKS;2.65;2.99;;613008775728;HST
ARIZONA PEACH;DRINKS;2.99;3.38;;613008766917;HST
ARIZONA MUCHO MANGO;DRINKS;2.43;2.75;;613008766764;HST
ARIZONA ICED TEA WITH LEMON;DRINKS;2.66;3.01;;613008766702;HST
ARIZONA ICE TEA WITH RASPBERRY;DRINKS;2.66;3.01;;613008766948;HST
Arizona hard lemon Flavour;R.T.D.;3.49;3.93;;056327017801;HST
Arizona Hard 473;Beer;3.49;3.93;;056327014930;HST
ARIZONA GREEN TEA-;DRINKS;3.31;3.74;;613008766733;HST
ARIZONA FRT PUNCH 680UNI;DRINKS;2.43;2.75;;613008766795;HST
ARIZONA CUCUMBER 680ML;DRINKS;2.66;3.01;;613008745905;HST
ARIZONA CHERRY LIME RICKEY;DRINKS;2.43;2.75;;613008735012;HST
Aluminum Foil;GROCERY;2.99;3.38;;806712305019;HST
Aluminium Foil;GENERAL ITEMS;4.99;5.64;;059212997622;HST
ALOEVERA ORIGINAL;DRINKS;3.31;3.74;;8809059291986;HST
Aloevera mango;DRINKS;3.31;3.74;;718122298341;HST
Aloe Vera Mango;DRINKS;3.31;3.74;;8809059293959;HST
Aloa Vera Visvita;DRINKS;3.31;3.74;;718122296545;HST
CENTURY SAM;VAPE & CIGAR;9.29;10.50;;060100004735;HST
CELSIUS TROPICAL 330UNI;DRINKS;3.99;4.51;;889392607239;HST
CELSIUS PEACH VIBE 330UNI;DRINKS;3.99;4.51;;889392607277;HST
Celcius Electric Vibe;DRINKS;4.99;5.64;;889392002676;HST
Catch master;GROCERY;5.99;6.77;;029049006101;HST
Allens Apple Juice;JUICE;0.89;1.01;;056412700052;HST
allens apple juice;DRINKS;3.99;4.51;;056412503011;HST
ALL ONE SIZE;HEALTH & BEAUTY;3.99;4.51;;806712311454;HST
ALl dresssed CHIPS & SNACKS;CHIPS & SNACKS;5.49;6.20;;060410047231;HST
all dressed 60g;CHIPS & SNACKS;2.39;2.70;;060410048665;HST
airheads sour;CANDY,GUMS & CHOCOLATES;0.66;0.75;;073390016463;HST
AIRHEADS 15.6G WATER MELON;CANDY,GUMS & CHOCOLATES;0.88;0.99;;073390002039;HST
AIRHEADS 15.6G BLUE RASPBERRY;CANDY,GUMS & CHOCOLATES;0.53;0.60;;073390002206;HST
AIRHEAD 15.6G CHERRY;CANDY,GUMS & CHOCOLATES;0.54;0.61;;073390002015;HST
Cheetos puffs;CHIPS;1.00;1.13;;060410020197;HST
molson dry 710 ml;Beer;3.59;4.04;;056327703414;HST
Molson Cold Shots Max;Beer;3.09;3.48;;056327024762;HST
Molson Cold shot;Beer;5.89;6.60;;056327014145;HST
Molson Canadian 710ml;Beer;4.87;5.50;;056327006010;HST
molson 6 pack;Beer;18.39;20.70;;056327007949;HST
molson 473 ml;Beer;3.09;3.48;;056327073937;HST
MOJI LIGHTER;DRINKS;7.25;8.19;;853195000535;HST
MISS VICKS SEA SALT 55G;CHIPS;2.69;3.04;;060410901656;HST
MISS VICKIES SOUR CREAM & ONION;CHIPS & SNACKS;5.39;6.09;;060410073773;HST
Miss Vickies Origianl 55g;CHIPS & SNACKS;2.39;2.70;;060410071830;HST
Mini HX61;ELECTRONICS;22.99;25.98;;6942007652629;HST
Milano Giant Lady Biscuts;GROCERY;3.99;4.51;;062858101209;HST
Mikes Harder Straw Lemonade;R.T.D.;3.59;4.04;;062067427367;HST
Mikes Hard Lemonade 473;Beer;3.59;4.04;;062067421600;HST
Mikes Hard Blue Freeze;R.T.D.;3.59;4.04;;062067379239;HST
Lays Sour Cream & Onion;GENERAL ITEMS;4.99;5.64;;060410079492;HST
Lays Small Ketchup;SNACK;1.00;1.13;;060410025987;HST
LAYS MAGIC MASALA 200GM;CHIPS;4.99;5.64;;060410079980;HST
LAYS LIGHTLY SALTED 235G;CHIPS & SNACKS;5.39;6.09;;060410047118;HST
lays kechup big 220g;CHIPS;4.99;5.64;;060410079430;HST
Lays Hot N Sweet;CHIPS;4.99;5.64;;060410080054;HST
LAYS DILL PICKLE 220GM;CHIPS;4.99;5.64;;060410079393;HST
LAYS CLASSIC 235G;CHIPS & SNACKS;4.99;5.64;;060410047019;HST
lays classic;CHIPS;1.00;1.13;;060410050910;HST
LAYS BAR BQ 28G;CHIPS;1.00;1.13;;060410009673;HST
Lays 200g;GROCERY;4.99;5.64;;060410079942;HST
Lays;CHIPS & SNACKS;4.99;5.64;;060410080078;HST
Lays Classic 60g;CHIPS & SNACKS;2.39;2.70;;060410048603;HST
Lawenbrau 473;Beer;2.59;2.91;;062067860539;HST
Large Trey;GROCERY;4.50;5.09;;055966900321;HST
Moosehead 6*473ML;Beer;18.49;20.82;;776029703092;HST
moose head 473 ml;Beer;3.09;3.48;;776029701548;HST
MONSTER ZERO SUGAR;DRINKS;3.99;4.51;;070847002901;HST
MONSTER ULTRA ZERO;DRINKS;3.99;4.51;;070847015208;HST
MONSTER ULTRA PEACHY KEEN;DRINKS;3.99;4.51;;070847890720;HST
MONSTER ORIGINAL;DRINKS;3.99;4.51;;070847811190;HST
Monster Energy drink;ENERGY DRINK;3.99;4.51;;070847900177;HST
Munchies peanuts;FOOD ITMES;1.99;2.25;;060410074848;HST
Mug Root Beer 355ml;DRINKS;1.33;1.50;;069000040508;HST
mr.freeze;ICE CREAMS;0.89;1.01;;064331757309;HST
NERDS GUMMY CLUSTERS 142G;CANDY,GUMS & CHOCOLATES;4.99;5.64;;079200066369;HST
NERDS GRAPE 46.7G;CANDY,GUMS & CHOCOLATES;2.21;2.50;;079200370107;HST
NAYA 600ml;DRINKS;1.55;1.75;;057379600119;HST
NESCAFE RICH 100GM;GROCERY;9.99;11.29;;055000008839;HST
Chapstick;HEALTH & BEAUTY;3.99;4.51;;062107817417;HST
Nestle oreoASSORTED SANDWICH single;ICE CREAMS;3.49;3.94;;060000610203;HST
NESTEA LEMON 355ML;DRINKS;1.33;1.50;;990484000071;HST
NESTLE KIT KAT;CANDY,GUMS & CHOCOLATES;1.99;2.25;;05980331;HST
NESTLE GENERAL ITEMS CRISP;CANDY,GUMS & CHOCOLATES;2.21;2.50;;059800000215;HST
Nestle drumstick strawberry;ICE CREAMS;3.99;4.51;;055000174565;HST
Nestle drumstick salty caramel;ICE CREAMS;3.99;4.51;;055000174589;HST
Nestle drumstick CANDY,GUMS & CHOCOLATES;ICE CREAMS;3.99;4.51;;055000174534;HST
NESTLE VANILLA CAKE;ICE CREAMS;1.99;2.25;;055000681728;HST
NESTLE SMARTIES;CANDY,GUMS & CHOCOLATES;1.99;2.25;;05986034;HST
NESTLE AERO MINT;CANDY,GUMS & CHOCOLATES;2.21;2.50;;059800523110;HST
NESTLE AERO;CANDY,GUMS & CHOCOLATES;2.21;2.50;;059800000116;HST
chuny monkey;Ice cream;8.99;10.16;;058779144524;HST
Coconut milk beverage;DRINKS;3.99;4.51;;628915831504;HST
Cockroach trap;GROCERY;1.99;2.25;;063252391913;HST
COCA ORIGINAL 355UNI;DRINKS;1.33;1.50;;06782900;HST
Clorox;GROCERY;5.99;6.77;;055500017294;HST
Clorox;GENERAL ITEMS;5.99;6.77;;055500017287;HST
Cling Wrap;GROCERY;4.99;5.64;;067489106371;HST
CLASSIC DOUBLE EDGE BLADES;HEALTH & BEAUTY;3.99;4.51;;074809903008;HST
Clamato Spicy;R.T.D.;4.09;4.61;;065912002795;HST
Clamato Original;R.T.D.;4.09;4.61;;065912002801;HST
COORS SELTZER SLUSHIE GRAPE 473ML;R.T.D.;3.69;4.16;;056327024069;HST
coors seltzer 7%;Alcoholic Cocktails;3.59;4.04;;056327025080;HST
Coors 6 pack;Beer;18.60;21.02;;056327007956;HST
coors 473 ml;DRINKS;3.09;3.48;;056327183933;HST
COOL RUNNINGS 500ML;DRINKS;2.65;2.99;;624913000270;HST
Conrstarch Baby Powder;HEALTH & BEAUTY;7.99;9.03;;060383157814;HST
COMPOSTABL3E BIRCH FORKS 24;HEALTH & BEAUTY;3.99;4.51;;059212314153;HST
Colgate Brush;GROCERY;2.99;3.38;;058000309166;HST
colgate 95 ml;HEALTH & BEAUTY;2.99;3.38;;058000313194;HST
COLA OG 710UNI;DRINKS;2.99;3.38;;067000104022;HST
COKE ZERO 355UNI CAN;DRINKS;1.33;1.50;;06731906;HST
COKE ZERO 2L;DRINKS;3.99;4.51;;067000106682;HST
COKE DIET 710ML;DRINKS;2.99;3.38;;067000104039;HST
COKE DIET 2L;DRINKS;3.99;4.51;;06789709;HST
COKE 2L;DRINKS;3.99;4.51;;06742708;HST
Craze chocolays;BAKERY;4.59;5.19;;777550513471;HST
Cranberry juice Original 1.89l;GROCERY;5.99;6.77;;031200445261;HST
Cotton Swabs;HEALTH & BEAUTY;2.50;2.83;;806712307785;HST
Cottage spring pink lemonade 473;Beer;3.69;4.16;;051497458348;HST
Corona Extra 6 x 330 ml;ALCOHOL;16.99;19.20;;062067382413;HST
Corona Extra;Beer;23.09;26.01;;062067382345;HST
corona 473 ml;Beer;4.09;4.61;;062067382338;HST
Dare Mallow;SNACKS;3.50;3.96;;055653435006;HST
DAIRY MILK FRUIT & NUT 38GM;CANDY,GUMS & CHOCOLATES;2.21;2.50;;061200018448;HST
Dairy Milk 38g;CANDY,GUMS & CHOCOLATES;2.21;2.50;;061200018424;HST
Cutlery;GENERAL ITEMS;3.99;4.51;;836739321877;HST
Cutlery;GENERAL ITEMS;3.99;4.51;;836739322140;HST
Cry Baby Assorted Gum Balls 36g;CANDY,GUMS & CHOCOLATES;1.55;1.75;;059642340012;HST
CRY BABY;CANDY,GUMS & CHOCOLATES;1.77;2.00;;059642370019;HST
CRUSH ORANGE 710ML;DRINKS;2.99;3.38;;056000004609;HST
CRUSH ORANGE;DRINKS;1.33;1.50;;05660106;HST
Crush;DRINKS;1.33;1.50;;05660300;HST
crus;DRINKS;1.79;2.02;;05660203;HST
Crown royal whisky cola;R.T.D.;3.59;4.04;;082000796855;HST
Borofone Headphones;Electronics - My top gift;49.99;56.49;;6941991101694;HST
Borofone Headphones;Electronics - My top gift;49.99;56.49;;6941991101687;HST
Borofone Headphones;Electronics - My top gift;49.99;56.49;;6941991101700;HST
DIET COKE 355UNI CAN;DRINKS;1.33;1.50;;06792800;HST
diet a and w 2lt;DRINKS;4.29;4.85;;059531001604;HST
Dettol;GENERAL ITEMS;11.99;13.55;;8901396354604;HST
DENTYNE ICE SPEARMINT 12 PCS;CANDY,GUMS & CHOCOLATES;1.99;2.25;;073390055875;HST
Dentyne Ice;CANDY,GUMS & CHOCOLATES;1.99;2.25;;073390055615;HST
Delicious kitchen coconut water;GROCERY;1.99;2.25;;628915831481;HST
Del monte orange;DRINKS;3.50;3.96;;067311267188;HST
del monte mango;DRINKS;3.57;4.03;;067311268376;HST
BRASS LOCK 25MM;SEASONAL;3.10;3.50;;063252363729;HST
Bounty plus;GROCERY;3.99;4.51;;030772201565;HST
bounce 34;OTHER;4.99;5.64;;037000823322;HST
BOUNCE 15;HEALTH & BEAUTY;3.99;4.51;;037000958604;HST
big daddy bisc;COOKIES;2.75;3.11;;626233743202;HST
BICYCLE PLAYING CARDS;STATIONARY;3.99;4.51;;060549008080;HST
bic small;HEALTH & BEAUTY;1.99;2.25;;07033245;HST
BIC BIG LIGHTER;HEALTH & BEAUTY;2.50;2.83;;3086120600020;HST
BIC 5T;HEALTH & BEAUTY;5.99;6.77;;3086125705027;HST
Benson and Hedges prime 25;TOBACCO;20.35;23.00;;061900000729;HST
Benson and Hedges Deluxe KS 20 carton;TOBACCO;124.78;141.00;;061900003997;HST
Benson and Hedges delux 20k;TOBACCO;16.37;18.50;;061900103994;HST
Benson and Hedges Carton;TOBACCO;159.30;180.01;;061900200785;HST
Ben & Jerry- CANDY,GUMS & CHOCOLATES chi;ICE CREAMS;9.99;11.29;;058779142803;HST
BEN & JERRY SALTED CARAMEL ALMOND;ICE CREAMS;7.99;9.03;;058779142728;HST
BEN & JERRY HALF BAKED;ICE CREAMS;8.99;10.16;;058779142759;HST
Belmont select small rg 20;TOBACCO;16.37;18.50;;061900138149;HST
Belmont select RG 25;TOBACCO;20.35;23.00;;061900138156;HST
Belmont select KS;TOBACCO;20.35;23.00;;061900138132;HST
Belmont Select 25 K Carton;TOBACCO;153.10;173.00;;061900038135;HST
belmont select 20k;TOBACCO;16.37;18.50;;061900138125;HST
Belmont RG25;TOBACCO;20.35;23.00;;061900101150;HST
Belmont KS 25 Carton;TOBACCO;153.10;173.00;;061900001139;HST
Belmont KS 25;TOBACCO;20.35;23.00;;061900101136;HST
Belmont 20 RG;TOBACCO;16.37;18.50;;061900101143;HST
Belmont 20 ks;TOBACCO;16.37;18.50;;061900000132;HST
BBQ CHIPS & SNACKS;CHIPS & SNACKS;5.50;6.22;;060410047262;HST
BASK 750;Wine;13.88;15.66;;063657042052;HST
BANDANA;GENERAL ITEMS;2.99;3.38;;825096001904;HST
Bandage;GENERAL ITEMS;2.99;3.38;;806712311461;HST
Bandage;GENERAL ITEMS;2.99;3.38;;806712311553;HST
Band-aid;HEALTH & BEAUTY;2.99;3.38;;381370047544;HST
BACKWOODS RUM.;TOBACCO;13.72;15.50;;071610122772;HST
Backwoods port 5 Pack;TOBACCO;13.27;15.00;;071610122741;HST
BABY DIPPER SOUR  38G;CANDY,GUMS & CHOCOLATES;2.49;2.81;;060631932507;HST
Axe Phonix;HEALTH & BEAUTY;5.99;6.77;;079400550200;HST
Axe Epic fresh;HEALTH & BEAUTY;5.99;6.77;;7791293050638;HST
axe appoloo;GROCERY;5.99;6.77;;7791293041100;HST
Axe Apollo;HEALTH & BEAUTY;5.99;6.77;;079400264411;HST
Bussman Fuze 20A;ELECTRONICS;5.99;6.77;;051712845342;HST
bush ice single;Beer;2.69;3.03;;062067376191;HST
Busch Ice;Beer;16.09;18.10;;062067423222;HST
Busch Bullet;Beer;5.89;6.60;;062067423529;HST
BULDUK SPICY RAMEN 105 G;GROCERY;3.55;4.01;;192699000987;HST
BULDUK SPICY CHIKEN 105 G;GROCERY;3.49;3.94;;8801073210363;HST
Budwieser 6pk 473ml;Beer;18.09;20.36;;062067335389;HST
Budweisr 710ml;Beer;4.97;5.62;;062067335709;HST
budweiser;Beer;3.09;3.48;;062067335358;HST
Bud light 6 Pack;Beer;18.39;20.70;;062067567384;HST
bud light 473ml;Beer;3.09;3.48;;062067567353;HST
Bubly Peach Sparkling Water 355ML;DRINKS;1.64;1.85;;069000158876;HST
BUBLY MANGO;DRINKS;1.64;1.85;;069000149478;HST
Bubly Lime;DRINKS;2.99;3.38;;069000149171;HST
Bubly Grapefruit;DRINKS;2.99;3.38;;069000008294;HST
Bubly Cherry;DRINKS;1.64;1.85;;069000155011;HST
Bubly Cherry;DRINK/SLUSHY;2.99;3.38;;069000159958;HST
Bubly Blueberry;DRINK/SLUSHY;2.99;3.38;;069000161098;HST
bubbly mango;GENERAL ITEMS;2.29;2.59;;69000159361;HST
Brust Protien Coffee;DRINKS;3.20;3.62;;990309700452;HST
brownies mega;HEALTH & BEAUTY;2.49;2.81;;060737739314;HST
Brisk Ice Tea;DRINKS;2.99;3.38;;069000016404;HST
BRISK 2LT;DRINKS;3.99;4.51;;069000015636;HST
Maison Perrier;DRINKS;1.99;2.25;;055000216500;HST
Borofone cable;Electronics - My top gift;7.99;9.03;;6974443384666;HST
Bodacious Smooth Red;Wine;12.68;14.30;;063657031773;HST
Bodacious smooth red;Wine;12.68;14.30;;063657047408;HST
Bodacious 1.5l;Wine;21.85;24.66;;063657033678;HST
BN CANDY,GUMS & CHOCOLATES FUDGE BROWNIE;ICE CREAMS;8.99;10.16;;058779142773;HST
BLUE BEER CUP;HOUSE HOLD ITEM;2.85;3.22;;059212710023;HST
blue 473 ml;Beer;2.59;2.91;;062067351358;HST
BLISTEX REGULAR;HEALTH & BEAUTY;3.49;3.94;;041388220611;HST
Blackwood Whissky Tobacco;TOBACCO;15.00;16.95;;071610122802;HST
Black fly vodka grapefruit 4*400;R.T.D.;12.39;13.95;;883043000806;HST
Black fly vodka cranberry 4*400;Beer;12.39;13.95;;883043000028;HST
Black Fly Vodka Black Cherry 473ML;Beer;3.59;4.04;;883043002763;HST
BLACK FLY TEQUILA SUNRISE 473ML;R.T.D.;3.59;4.04;;883043002336;HST
Black Fly Sour Raspberry 473 ML;Beer;3.59;4.04;;883043000844;HST
Black Fly Sour Grape 473ML;R.T.D.;3.59;4.04;;883043000837;HST
Black Fly Crushed Orange 473ML;R.T.D.;3.59;4.04;;883043001025;HST
eagle torchh;VAPE & CIGAR;7.99;9.03;;853195010503;HST
Durag;HEALTH & BEAUTY;3.99;4.51;;829534916218;HST
Duracell AAA4;HEALTH & BEAUTY;7.99;9.03;;041333424019;HST
Duracell AAA2;HEALTH & BEAUTY;3.99;4.51;;041333224015;HST
Duracell AA4;HEALTH & BEAUTY;7.99;9.03;;041333415017;HST
DURACELL 2 PACK;HEALTH & BEAUTY;3.99;4.51;;041333215013;HST
DUBBLE BUBBLR 6PCS;CANDY,GUMS & CHOCOLATES;1.77;2.00;;059642370002;HST
Du-Rag;HEALTH & BEAUTY;3.99;4.51;;698931001885;HST
Du Maurier Special 20 ks;TOBACCO;19.25;21.75;;059300003136;HST
Du Maurier Smooth 25 Ks;TOBACCO;20.35;23.00;;059300000951;HST
Du Maurier Smooth 20 Rg;TOBACCO;15.93;18.00;;05932732;HST
Du Maurier Smooth 20 Ks;TOBACCO;15.93;18.00;;059300000203;HST
Du Maurier Signature 25 Rg;TOBACCO;20.35;23.00;;05936631;HST
Du Maurier Signature 25 k;TOBACCO;20.35;23.00;;059300002870;HST
Du Maurier signature 20 Rg;TOBACCO;16.37;18.50;;05933139;HST
Du Maurier signature 20 ks;TOBACCO;16.37;18.50;;059300002818;HST
Du Maurier Distinct 25 Ks;TOBACCO;20.35;23.00;;059300006137;HST
Du Maurier Distinct 20 Rg;TOBACCO;15.93;18.00;;05933032;HST
Du Maurier Distinct 20 Ks;TOBACCO;16.37;18.50;;059300006120;HST
DRUMSTICK VANILLA FUDGE;ICE CREAMS;3.79;4.28;;055000563529;HST
DRUMSTICK VANILLA CARAMEL;ICE CREAMS;3.79;4.28;;055000563512;HST
Drum Premier 50g;TOBACCO;39.00;44.07;;061900060235;HST
DRUM ORIGINAL VAPE & CIGARATTE TOBACCO 5;TOBACCO;39.00;44.07;;061900060228;HST
DRINKS ZERO SUGAR 710;DRINKS;3.49;3.94;;067000107467;HST
DRINKS DR PAPPER 2LT;DRINKS;3.99;4.51;;054900000608;HST
DRINKS CRUSH ORANGE 2LT;DRINKS;4.15;4.69;;05609008;HST
DRINKS CRUSH CREAM SODA 2LT;DRINKS;3.99;4.51;;05630804;HST
DRINKS 7UP 2LT;DRINKS;3.99;4.51;;06547339;HST
DRINKS 710ML;DRINKS;2.99;3.38;;069000009840;HST
DRINKS 355UNI--;DRINKS;1.33;1.50;;069000004258;HST
DRINKS 2l;DRINKS;3.99;4.51;;069000002612;HST
DR PEPPER CAN;DRINKS;1.55;1.75;;05492935;HST
Dr Pepper 710 ml;DRINKS;2.99;3.38;;054900021092;HST
Downy softner;GROCERY;9.99;11.29;;030772100332;HST
Dove Shampoo;HEALTH & BEAUTY;8.99;10.16;;079400677297;HST
Dove Men care shampoo;HEALTH & BEAUTY;8.99;10.16;;079400469267;HST
Dove Hair Spray Extra Hold;HEALTH & BEAUTY;9.99;11.29;;079400209832;HST
Double Bubble Gum Balls 36g;CANDY,GUMS & CHOCOLATES;1.55;1.75;;059642340005;HST
Double Bubble;CANDY,GUMS & CHOCOLATES;0.25;0.28;;05964253;HST
Doritos nacho;CHIPS;1.00;1.13;;060410020203;HST
DOR ZSTY CH 235G;CHIPS & SNACKS;5.39;6.09;;060410054444;HST
DOR SWT CHL 235G;CHIPS & SNACKS;5.39;6.09;;060410054420;HST
DOR NCH CHS;CHIPS & SNACKS;5.39;6.09;;060410054406;HST
DOR COL RNC 235G;CHIPS & SNACKS;5.50;6.22;;060410054468;HST
DOR BLD BBQ 235G;CHIPS & SNACKS;5.39;6.09;;060410054383;HST
DOOR GUARD LOCK;HARDWARE;3.49;3.94;;063252376811;HST
Diritos Nacho 70g;CHIPS & SNACKS;2.39;2.70;;060410048474;HST
ICEMAN ICE;ICE;3.99;4.51;;694208000278;HST
ice vbreakers berry splash;CANDY,GUMS & CHOCOLATES;3.49;3.94;;06884701;HST
Huer CANDY,GUMS & CHOCOLATES Cup Gummy 1;CANDY,GUMS & CHOCOLATES;3.99;4.51;;771047240017;HST
HUBBA BUBBA MX ORI;CANDY,GUMS & CHOCOLATES;2.49;2.81;;064900000881;HST
http://pepsico.info/4yLCUx;DRINKS;2.99;3.38;;069000158203;HST
HOT RIDER;HEALTH & BEAUTY;2.99;3.38;;070907298558;HST
Honest Lot;Wine;13.88;15.66;;048162018495;HST
HocoMini Charger;Electronics - My top gift;16.99;19.20;;6942007644754;HST
Hoco Socket;Electronics - My top gift;29.99;33.89;;6942007607124;HST
Hoco Kids HeadPhones;Electronics - My top gift;33.99;38.41;;6942007638555;HST
Hoco Headset with case;Electronics - My top gift;35.99;40.67;;6931474788863;HST
Hoco Headset with case;Electronics - My top gift;37.99;42.93;;6942007609982;HST
Hoco Headset wireless BT;Electronics - My top gift;24.99;28.24;;6942007647809;HST
Hoco Headset;Electronics - My top gift;51.99;58.75;;6942007629188;HST
Hoco Headset;Electronics - My top gift;35.99;40.67;;6942007640077;HST
